id,client_id,title,category,city,latitude,longitude,urgency,budget_min,budget_max,desc_len,n_photos,status,created_at
242,337,Taille de haie,Jardinage,Oujda,34.66233,-1.88058,normal,105,1170,51,0,completed,2026-03-24
243,341,Poser carrelage salle de bain,Carrelage,Tanger,35.74124,-5.76102,très urgent,175,2600,267,0,open,2026-04-05
244,267,Nettoyage après travaux,Nettoyage,Rabat,34.04098,-6.84734,normal,70,780,312,5,completed,2026-04-20
245,327,Terrasse à carreler,Carrelage,Marrakech,31.58886,-7.91144,normal,175,2600,84,0,completed,2025-08-14
246,195,Placard sur mesure,Menuiserie,Agadir,30.39319,-9.61712,normal,210,2860,301,2,open,2025-11-05
247,209,Fuite sous l'évier,Plomberie,Casablanca,33.67715,-7.62704,urgent,105,1170,100,4,completed,2025-12-07
248,136,Joints à refaire,Carrelage,Tanger,35.84348,-5.90262,normal,175,2600,70,1,open,2026-03-13
249,387,Désinfection locaux,Nettoyage,Rabat,34.08827,-6.83102,normal,70,780,309,2,completed,2025-11-04
250,207,Fuite sous l'évier,Plomberie,Agadir,30.51836,-9.61536,urgent,105,1170,167,5,open,2025-07-23
251,302,Chauffe-eau en panne,Plomberie,Rabat,34.10553,-6.94051,urgent,105,1170,237,4,open,2026-04-03
252,288,Créer une ouverture,Maçonnerie,Rabat,33.98502,-6.90968,très urgent,280,4550,83,5,completed,2025-09-24
253,87,PC qui ne démarre plus,Informatique,Marrakech,31.73537,-8.08807,normal,70,1170,169,4,completed,2026-02-12
254,31,Installer interphone,Serrurerie,Marrakech,31.65399,-8.00522,urgent,70,910,179,2,open,2026-01-01
255,297,Rafraîchir façade,Peinture,Agadir,30.37354,-9.5211,normal,140,2080,245,2,completed,2025-06-05
256,303,Fissures dans le mur,Maçonnerie,Agadir,30.46916,-9.58153,urgent,280,4550,327,0,completed,2025-08-11
257,119,Enduit à refaire,Maçonnerie,Casablanca,33.6231,-7.55,normal,280,4550,141,2,completed,2025-06-06
258,368,Panne de courant,Électricité,Casablanca,33.55437,-7.6241,normal,140,1820,105,5,completed,2025-12-10
259,194,Chaudière à réviser,Climatisation,Agadir,30.41556,-9.66263,urgent,350,4160,135,3,completed,2026-05-10
260,251,Décoration chambre,Peinture,Meknès,33.79597,-5.65475,normal,140,2080,61,0,completed,2025-10-31
261,57,Rafraîchir façade,Peinture,Fès,33.98648,-5.06982,urgent,140,2080,272,4,open,2025-11-30
262,156,Installer pompe à chaleur,Climatisation,Marrakech,31.61855,-7.94036,normal,350,4160,274,3,open,2025-09-25
263,225,Porte qui frotte,Menuiserie,Casablanca,33.63386,-7.5584,normal,210,2860,312,4,completed,2025-07-31
264,190,Nettoyage après travaux,Nettoyage,Agadir,30.46886,-9.64744,urgent,70,780,188,5,completed,2026-03-22
265,145,Décoration chambre,Peinture,Marrakech,31.68523,-7.94468,normal,140,2080,344,4,completed,2025-09-06
266,271,Fuite sous l'évier,Plomberie,Fès,34.13246,-5.03732,urgent,105,1170,313,3,completed,2026-02-06
267,56,Réseau WiFi,Informatique,Agadir,30.47556,-9.61435,urgent,70,1170,169,4,open,2026-05-13
268,309,Transport canapé,Déménagement,Tanger,35.67217,-5.84009,normal,210,2860,155,2,open,2025-12-04
269,242,Fissures dans le mur,Maçonnerie,Tanger,35.75802,-5.84896,normal,280,4550,69,0,completed,2025-10-01
270,105,Taille de haie,Jardinage,Meknès,33.90106,-5.49571,normal,105,1170,310,3,completed,2025-09-22
271,50,Robinet qui goutte,Plomberie,Agadir,30.32222,-9.57918,normal,105,1170,173,5,completed,2025-09-20
272,122,Transport canapé,Déménagement,Rabat,33.93301,-6.89559,normal,210,2860,153,0,completed,2026-03-09
273,388,Caméras surveillance,Informatique,Casablanca,33.66526,-7.59206,très urgent,70,1170,240,2,open,2026-03-30
274,118,Déménagement 3 pièces,Déménagement,Agadir,30.31971,-9.55564,très urgent,210,2860,261,4,completed,2025-07-24
275,11,Clim qui ne refroidit plus,Climatisation,Agadir,30.36132,-9.52841,normal,350,4160,53,5,open,2025-09-14
276,68,Décoration chambre,Peinture,Oujda,34.59184,-1.92233,urgent,140,2080,46,0,completed,2025-09-17
277,388,Rafraîchir façade,Peinture,Meknès,33.81867,-5.64173,très urgent,140,2080,272,3,open,2025-06-22
278,273,Porte qui frotte,Menuiserie,Meknès,33.80886,-5.49013,normal,210,2860,108,3,open,2026-05-29
279,86,Rafraîchir façade,Peinture,Tanger,35.84304,-5.90808,très urgent,140,2080,302,5,completed,2026-01-08
280,143,Joints à refaire,Carrelage,Agadir,30.45078,-9.50595,urgent,175,2600,40,1,completed,2026-03-06
281,298,Installer des prises,Électricité,Fès,34.11997,-5.05844,urgent,140,1820,87,4,completed,2025-07-02
282,276,Enduit à refaire,Maçonnerie,Fès,33.97719,-5.09713,urgent,280,4550,308,0,open,2025-07-17
283,174,Nettoyage après travaux,Nettoyage,Rabat,33.96893,-6.87791,normal,70,780,121,0,completed,2025-08-15
284,113,Réseau WiFi,Informatique,Rabat,34.02478,-6.81461,normal,70,1170,309,0,completed,2026-01-26
285,142,Joints à refaire,Carrelage,Casablanca,33.47215,-7.69542,normal,175,2600,42,5,open,2025-08-28
286,388,Caméras surveillance,Informatique,Rabat,33.93066,-6.90854,très urgent,70,1170,80,3,completed,2026-05-02
287,323,Réseau WiFi,Informatique,Casablanca,33.6205,-7.4842,normal,70,1170,88,4,completed,2025-10-16
288,280,Placard sur mesure,Menuiserie,Oujda,34.64069,-1.9066,urgent,210,2860,107,1,completed,2026-02-16
289,161,Changer cylindre,Serrurerie,Oujda,34.58732,-1.92552,normal,70,910,336,0,open,2025-10-08
290,194,Poser carrelage salle de bain,Carrelage,Tanger,35.67057,-5.78559,normal,175,2600,106,3,completed,2025-10-03
291,138,Lavage vitres,Nettoyage,Marrakech,31.73559,-8.0093,normal,70,780,188,1,completed,2025-06-26
292,21,Installer pompe à chaleur,Climatisation,Oujda,34.59006,-1.97455,normal,350,4160,344,4,completed,2025-06-13
293,399,Chaudière à réviser,Climatisation,Fès,33.95238,-5.09498,urgent,350,4160,92,3,open,2025-08-07
294,285,Lavage vitres,Nettoyage,Casablanca,33.52156,-7.53936,très urgent,70,780,120,4,completed,2025-10-10
295,194,Caméras surveillance,Informatique,Marrakech,31.63562,-8.07533,normal,70,1170,109,5,open,2025-12-26
296,317,Clim qui ne refroidit plus,Climatisation,Agadir,30.47666,-9.5934,urgent,350,4160,187,3,open,2025-10-07
297,215,Réseau WiFi,Informatique,Fès,34.00481,-4.9513,normal,70,1170,139,0,open,2025-07-17
298,237,Fuite sous l'évier,Plomberie,Meknès,33.84845,-5.44304,normal,105,1170,211,2,completed,2025-09-08
299,370,Installer pompe à chaleur,Climatisation,Tanger,35.72489,-5.79439,normal,350,4160,41,5,open,2025-11-09
300,211,Rafraîchir façade,Peinture,Agadir,30.43061,-9.49865,normal,140,2080,41,1,completed,2025-10-06
301,266,Porte qui frotte,Menuiserie,Agadir,30.39138,-9.49594,normal,210,2860,61,5,completed,2025-10-31
302,30,Rafraîchir façade,Peinture,Marrakech,31.56564,-8.04248,très urgent,140,2080,211,1,completed,2026-04-01
303,203,Caméras surveillance,Informatique,Marrakech,31.69581,-7.91495,normal,70,1170,337,3,completed,2025-08-07
304,311,Créer une ouverture,Maçonnerie,Marrakech,31.64968,-7.9528,normal,280,4550,140,1,completed,2025-09-28
305,18,Réseau WiFi,Informatique,Rabat,34.11954,-6.75119,urgent,70,1170,288,3,completed,2025-12-21
306,257,Changer cylindre,Serrurerie,Casablanca,33.4673,-7.65795,urgent,70,910,45,4,open,2025-08-01
307,282,Réparer parquet,Menuiserie,Casablanca,33.51783,-7.61633,normal,210,2860,284,2,completed,2025-08-05
308,213,Fuite sous l'évier,Plomberie,Marrakech,31.6061,-7.95737,normal,105,1170,59,0,open,2025-08-07
309,270,Clim qui ne refroidit plus,Climatisation,Agadir,30.34323,-9.64302,normal,350,4160,301,3,open,2026-04-01
310,72,Serrure bloquée,Serrurerie,Marrakech,31.55828,-7.93289,très urgent,70,910,340,4,completed,2025-10-05
311,172,Joints à refaire,Carrelage,Meknès,33.80199,-5.60024,normal,175,2600,180,1,completed,2025-06-26
312,11,Poser carrelage salle de bain,Carrelage,Marrakech,31.62785,-8.0037,normal,175,2600,53,4,completed,2025-08-09
313,10,Fuite sous l'évier,Plomberie,Marrakech,31.71054,-8.07723,urgent,105,1170,214,3,completed,2025-06-18
314,351,Système d'arrosage,Jardinage,Rabat,33.98206,-6.78859,normal,105,1170,119,1,open,2025-12-04
315,27,Installer interphone,Serrurerie,Fès,34.01951,-5.08459,urgent,70,910,278,3,completed,2025-08-17
316,269,Rafraîchir façade,Peinture,Agadir,30.48178,-9.69749,normal,140,2080,313,0,completed,2025-09-12
317,122,Taille de haie,Jardinage,Fès,34.01329,-5.06228,urgent,105,1170,344,5,open,2026-05-12
318,190,Système d'arrosage,Jardinage,Casablanca,33.59595,-7.68764,normal,105,1170,319,4,completed,2025-10-29
319,9,Caméras surveillance,Informatique,Oujda,34.79306,-1.89348,normal,70,1170,336,5,completed,2026-01-06
320,294,Changer cylindre,Serrurerie,Agadir,30.49921,-9.56745,urgent,70,910,263,0,completed,2025-08-18
321,297,Serrure bloquée,Serrurerie,Marrakech,31.55316,-7.96697,normal,70,910,286,2,completed,2025-09-02
322,95,Fissures dans le mur,Maçonnerie,Agadir,30.48845,-9.53837,normal,280,4550,318,4,completed,2025-12-30
323,12,Nettoyage après travaux,Nettoyage,Oujda,34.61211,-1.88108,normal,70,780,243,0,completed,2025-09-23
324,371,Enduit à refaire,Maçonnerie,Marrakech,31.59183,-7.94596,très urgent,280,4550,154,4,open,2025-06-13
325,146,Robinet qui goutte,Plomberie,Tanger,35.85896,-5.75026,normal,105,1170,102,5,completed,2025-11-26
326,76,Changer cylindre,Serrurerie,Tanger,35.76912,-5.91041,urgent,70,910,77,4,completed,2025-11-28
327,38,Créer une ouverture,Maçonnerie,Casablanca,33.58646,-7.52304,normal,280,4550,104,1,completed,2026-03-24
328,62,Rafraîchir façade,Peinture,Marrakech,31.68944,-8.00301,normal,140,2080,330,2,completed,2026-04-21
329,85,Système d'arrosage,Jardinage,Marrakech,31.5216,-7.94484,normal,105,1170,337,3,completed,2025-07-07
330,391,Serrure bloquée,Serrurerie,Marrakech,31.53762,-7.94471,urgent,70,910,201,0,open,2025-12-14
331,271,Chauffe-eau en panne,Plomberie,Agadir,30.33701,-9.57002,normal,105,1170,194,0,completed,2026-04-23
332,299,Système d'arrosage,Jardinage,Meknès,33.92095,-5.64453,normal,105,1170,173,2,open,2026-01-16
333,227,Transport canapé,Déménagement,Agadir,30.40418,-9.69363,très urgent,210,2860,101,5,completed,2026-05-14
334,71,Poser carrelage salle de bain,Carrelage,Casablanca,33.58509,-7.678,urgent,175,2600,350,3,completed,2025-08-26
335,394,Rafraîchir façade,Peinture,Casablanca,33.55089,-7.58461,normal,140,2080,64,1,open,2025-10-01
336,46,Porte qui frotte,Menuiserie,Tanger,35.72877,-5.74089,normal,210,2860,235,0,completed,2026-01-28
337,85,Chaudière à réviser,Climatisation,Rabat,33.92979,-6.91438,normal,350,4160,142,3,open,2026-05-13
338,163,Porte qui frotte,Menuiserie,Oujda,34.68578,-1.89552,normal,210,2860,92,1,open,2026-05-12
339,280,Rafraîchir façade,Peinture,Agadir,30.3769,-9.69557,très urgent,140,2080,326,2,open,2025-11-02
340,262,Fuite sous l'évier,Plomberie,Rabat,34.00602,-6.88814,normal,105,1170,261,1,completed,2025-12-25
341,56,Porte qui frotte,Menuiserie,Oujda,34.73879,-1.91147,normal,210,2860,125,0,open,2026-04-28
342,48,Système d'arrosage,Jardinage,Fès,33.94732,-5.0663,normal,105,1170,244,1,completed,2026-02-11
343,120,Changer cylindre,Serrurerie,Marrakech,31.71052,-7.97259,urgent,70,910,293,1,completed,2025-12-31
344,118,Transport canapé,Déménagement,Oujda,34.78611,-2.01455,urgent,210,2860,331,4,completed,2025-12-28
345,233,Taille de haie,Jardinage,Casablanca,33.55205,-7.49506,normal,105,1170,237,4,completed,2025-06-12
346,193,Nettoyage après travaux,Nettoyage,Fès,33.94343,-4.92634,normal,70,780,208,2,completed,2025-12-23
347,338,Terrasse à carreler,Carrelage,Casablanca,33.63305,-7.58135,normal,175,2600,83,5,open,2025-08-20
348,376,Panne de courant,Électricité,Fès,33.94092,-4.98473,normal,140,1820,233,3,completed,2026-03-17
349,396,Clim qui ne refroidit plus,Climatisation,Agadir,30.37055,-9.57141,normal,350,4160,309,0,completed,2025-06-24
350,310,Caméras surveillance,Informatique,Marrakech,31.66459,-7.97196,très urgent,70,1170,336,5,completed,2025-11-01
351,153,Transport canapé,Déménagement,Tanger,35.83434,-5.81027,normal,210,2860,63,5,open,2026-01-22
352,321,Nettoyage après travaux,Nettoyage,Oujda,34.78668,-1.85709,normal,70,780,255,0,completed,2025-10-03
353,230,Changer cylindre,Serrurerie,Oujda,34.62097,-1.85321,urgent,70,910,43,4,completed,2025-07-14
354,369,Installer pompe à chaleur,Climatisation,Oujda,34.6856,-1.90444,normal,350,4160,106,4,completed,2026-02-18
355,67,Poser carrelage salle de bain,Carrelage,Marrakech,31.62818,-7.9271,urgent,175,2600,302,2,completed,2025-12-26
356,350,Chaudière à réviser,Climatisation,Marrakech,31.60111,-7.93883,urgent,350,4160,214,3,completed,2025-11-21
357,292,WC bouché,Plomberie,Casablanca,33.61051,-7.6616,urgent,105,1170,120,5,open,2025-10-20
358,129,Porte qui frotte,Menuiserie,Meknès,33.885,-5.5702,normal,210,2860,343,2,open,2026-04-25
359,69,Chaudière à réviser,Climatisation,Agadir,30.4904,-9.52668,normal,350,4160,129,4,completed,2025-07-27
360,85,Rafraîchir façade,Peinture,Rabat,34.06079,-6.75165,normal,140,2080,202,5,completed,2025-09-04
361,86,Montage meubles,Déménagement,Fès,34.01247,-4.98073,urgent,210,2860,143,2,completed,2025-12-11
362,259,Tableau à refaire,Électricité,Meknès,33.86523,-5.64986,urgent,140,1820,295,2,completed,2025-06-13
363,388,Engazonnement,Jardinage,Agadir,30.49804,-9.65773,normal,105,1170,349,0,completed,2026-03-27
364,247,Déménagement 3 pièces,Déménagement,Oujda,34.61423,-1.97645,urgent,210,2860,200,4,open,2025-07-19
365,187,Fissures dans le mur,Maçonnerie,Meknès,33.8519,-5.58508,normal,280,4550,197,2,open,2025-09-01
366,188,Transport canapé,Déménagement,Marrakech,31.69816,-7.98632,urgent,210,2860,298,0,open,2026-01-20
367,163,Fuite sous l'évier,Plomberie,Casablanca,33.67252,-7.64045,urgent,105,1170,85,2,completed,2025-06-23
368,234,Changer cylindre,Serrurerie,Rabat,34.0633,-6.83647,normal,70,910,339,5,completed,2025-06-08
369,67,Créer une ouverture,Maçonnerie,Tanger,35.73835,-5.74964,très urgent,280,4550,315,3,completed,2026-03-30
370,387,Engazonnement,Jardinage,Oujda,34.63903,-1.833,normal,105,1170,202,4,open,2026-05-13
371,144,Lavage vitres,Nettoyage,Tanger,35.80985,-5.85087,normal,70,780,192,5,completed,2025-09-04
372,156,Déménagement 3 pièces,Déménagement,Rabat,34.12201,-6.77405,normal,210,2860,200,0,open,2025-06-25
373,22,Porte qui frotte,Menuiserie,Agadir,30.40023,-9.65657,urgent,210,2860,148,0,completed,2026-04-30
374,167,Joints à refaire,Carrelage,Rabat,33.95784,-6.87966,normal,175,2600,297,1,completed,2026-03-16
375,52,Décoration chambre,Peinture,Agadir,30.38118,-9.59382,urgent,140,2080,227,4,completed,2026-02-11
376,354,Enduit à refaire,Maçonnerie,Meknès,33.88247,-5.51761,normal,280,4550,179,5,completed,2025-06-08
377,264,PC qui ne démarre plus,Informatique,Fès,34.12395,-5.04586,très urgent,70,1170,65,4,open,2026-06-02
378,279,Tableau à refaire,Électricité,Fès,33.96636,-5.0945,normal,140,1820,103,5,open,2026-04-20
379,48,Chauffe-eau en panne,Plomberie,Meknès,33.94502,-5.46395,normal,105,1170,242,2,completed,2026-03-15
380,13,Lavage vitres,Nettoyage,Fès,34.09102,-5.02075,urgent,70,780,263,1,completed,2026-02-05
381,134,Réseau WiFi,Informatique,Tanger,35.77291,-5.88467,normal,70,1170,109,4,completed,2025-08-16
382,262,Clim qui ne refroidit plus,Climatisation,Oujda,34.66128,-1.87731,normal,350,4160,82,3,open,2026-01-16
383,62,Chaudière à réviser,Climatisation,Oujda,34.61655,-1.92066,normal,350,4160,256,5,completed,2026-05-06
384,15,Poser carrelage salle de bain,Carrelage,Fès,33.9625,-4.98343,normal,175,2600,344,1,completed,2025-07-26
385,168,Installer pompe à chaleur,Climatisation,Rabat,34.05125,-6.89862,normal,350,4160,151,1,open,2026-05-30
386,126,Transport canapé,Déménagement,Marrakech,31.59063,-7.88603,normal,210,2860,92,3,completed,2026-02-12
387,202,Rafraîchir façade,Peinture,Marrakech,31.72505,-7.96574,normal,140,2080,159,4,completed,2026-04-13
388,93,Engazonnement,Jardinage,Oujda,34.57917,-1.89604,normal,105,1170,112,0,open,2026-04-06
389,240,Désinfection locaux,Nettoyage,Oujda,34.734,-1.97319,urgent,70,780,197,1,completed,2026-02-25
390,77,Fuite sous l'évier,Plomberie,Rabat,33.94192,-6.87094,urgent,105,1170,57,4,open,2025-06-27
391,136,Désinfection locaux,Nettoyage,Oujda,34.70974,-1.81632,urgent,70,780,295,4,completed,2026-01-15
392,355,PC qui ne démarre plus,Informatique,Tanger,35.79568,-5.86484,normal,70,1170,303,3,completed,2025-09-16
393,155,Fissures dans le mur,Maçonnerie,Meknès,33.92494,-5.47926,urgent,280,4550,323,2,open,2025-11-29
394,84,Fissures dans le mur,Maçonnerie,Rabat,33.91773,-6.91745,normal,280,4550,330,5,open,2025-07-22
395,156,Fissures dans le mur,Maçonnerie,Oujda,34.63852,-1.83186,normal,280,4550,59,4,completed,2026-03-27
396,43,Fissures dans le mur,Maçonnerie,Oujda,34.59868,-1.81034,normal,280,4550,54,5,open,2025-08-03
397,107,Porte qui frotte,Menuiserie,Rabat,34.10019,-6.74993,très urgent,210,2860,239,3,completed,2025-07-02
398,395,Caméras surveillance,Informatique,Rabat,33.93786,-6.86699,normal,70,1170,122,0,open,2025-06-21
399,229,Réparer parquet,Menuiserie,Tanger,35.79447,-5.74199,urgent,210,2860,157,1,completed,2025-09-22
400,293,Enduit à refaire,Maçonnerie,Meknès,33.86762,-5.61035,normal,280,4550,121,3,completed,2025-11-06
401,54,Réparer parquet,Menuiserie,Agadir,30.35778,-9.68673,normal,210,2860,315,5,completed,2025-08-15
402,5,Montage meubles,Déménagement,Tanger,35.86371,-5.90965,normal,210,2860,95,0,completed,2025-09-12
403,188,Terrasse à carreler,Carrelage,Meknès,33.96694,-5.64113,urgent,175,2600,30,1,completed,2026-04-06
404,399,PC qui ne démarre plus,Informatique,Oujda,34.75664,-1.85165,normal,70,1170,262,0,open,2026-01-08
405,184,Lavage vitres,Nettoyage,Tanger,35.76807,-5.85835,urgent,70,780,96,1,completed,2025-07-13
406,14,Placard sur mesure,Menuiserie,Oujda,34.77971,-1.92817,normal,210,2860,112,3,open,2025-10-25
407,31,Porte qui frotte,Menuiserie,Casablanca,33.5608,-7.5419,normal,210,2860,248,4,open,2025-08-10
408,65,Rafraîchir façade,Peinture,Rabat,33.98682,-6.89326,urgent,140,2080,33,1,completed,2025-06-21
409,64,WC bouché,Plomberie,Tanger,35.84771,-5.85442,normal,105,1170,261,2,completed,2026-04-19
410,227,Déménagement 3 pièces,Déménagement,Tanger,35.73182,-5.85018,normal,210,2860,156,2,completed,2025-08-14
411,129,Taille de haie,Jardinage,Meknès,33.78598,-5.64587,normal,105,1170,90,4,open,2025-06-18
412,378,Installer interphone,Serrurerie,Marrakech,31.5431,-8.00302,urgent,70,910,76,3,open,2025-06-26
413,279,Fuite sous l'évier,Plomberie,Rabat,34.08843,-6.8048,normal,105,1170,105,4,open,2025-11-27
414,361,Chauffe-eau en panne,Plomberie,Oujda,34.59685,-1.90959,normal,105,1170,82,1,open,2025-11-22
415,41,Chauffe-eau en panne,Plomberie,Agadir,30.39777,-9.59146,normal,105,1170,183,1,completed,2025-08-02
416,9,Transport canapé,Déménagement,Meknès,33.82468,-5.54045,normal,210,2860,211,3,completed,2026-04-06
417,16,Créer une ouverture,Maçonnerie,Rabat,34.03414,-6.87754,très urgent,280,4550,132,4,completed,2025-10-13
418,224,Porte qui frotte,Menuiserie,Rabat,33.98917,-6.93585,normal,210,2860,100,5,completed,2025-06-21
419,207,Serrure bloquée,Serrurerie,Meknès,33.80705,-5.44674,urgent,70,910,42,0,completed,2026-01-19
420,342,Engazonnement,Jardinage,Rabat,34.1104,-6.94163,urgent,105,1170,164,4,open,2025-07-09
421,367,Déménagement 3 pièces,Déménagement,Agadir,30.44384,-9.63809,urgent,210,2860,63,2,completed,2025-10-13
422,20,Transport canapé,Déménagement,Agadir,30.45949,-9.57693,normal,210,2860,232,4,completed,2026-04-28
423,34,Créer une ouverture,Maçonnerie,Oujda,34.70623,-1.87137,urgent,280,4550,225,4,completed,2025-07-27
424,196,Installer des prises,Électricité,Fès,33.97196,-5.04613,normal,140,1820,275,4,open,2025-09-02
425,391,Terrasse à carreler,Carrelage,Meknès,33.82496,-5.49606,très urgent,175,2600,332,4,open,2025-08-02
426,313,Taille de haie,Jardinage,Casablanca,33.47948,-7.52006,normal,105,1170,250,5,open,2026-01-30
427,27,Nettoyage après travaux,Nettoyage,Oujda,34.75585,-1.90263,normal,70,780,75,3,open,2026-05-09
428,341,Chaudière à réviser,Climatisation,Casablanca,33.60139,-7.55511,normal,350,4160,309,0,open,2026-05-30
429,385,Montage meubles,Déménagement,Oujda,34.77337,-1.82547,normal,210,2860,257,0,completed,2026-02-17
430,149,Clim qui ne refroidit plus,Climatisation,Casablanca,33.64128,-7.51382,très urgent,350,4160,234,2,open,2025-08-26
431,389,Tableau à refaire,Électricité,Oujda,34.78331,-1.82849,normal,140,1820,149,4,completed,2026-01-15
432,89,Chauffe-eau en panne,Plomberie,Casablanca,33.5211,-7.68778,normal,105,1170,272,5,open,2025-09-09
433,195,Transport canapé,Déménagement,Rabat,33.97756,-6.86252,urgent,210,2860,73,1,completed,2026-05-16
434,85,Montage meubles,Déménagement,Meknès,33.90641,-5.54629,normal,210,2860,230,4,completed,2026-02-04
435,26,Rafraîchir façade,Peinture,Casablanca,33.59231,-7.64832,normal,140,2080,75,4,completed,2026-01-09
436,283,Chaudière à réviser,Climatisation,Marrakech,31.55967,-8.02778,urgent,350,4160,313,4,open,2025-12-15
437,182,Panne de courant,Électricité,Oujda,34.70422,-1.83378,urgent,140,1820,233,1,open,2026-04-10
438,216,Réseau WiFi,Informatique,Agadir,30.50025,-9.62484,normal,70,1170,165,4,completed,2026-01-22
439,78,Tableau à refaire,Électricité,Oujda,34.5811,-1.89825,normal,140,1820,102,1,completed,2026-03-28
440,323,Changer cylindre,Serrurerie,Agadir,30.43702,-9.67917,normal,70,910,323,1,open,2026-03-04
441,357,Désinfection locaux,Nettoyage,Marrakech,31.65417,-7.89887,normal,70,780,162,3,completed,2026-01-18
442,35,Installer interphone,Serrurerie,Casablanca,33.59975,-7.6842,normal,70,910,139,0,completed,2025-10-10
443,105,PC qui ne démarre plus,Informatique,Meknès,33.80873,-5.60928,urgent,70,1170,30,2,open,2025-06-27
444,131,Joints à refaire,Carrelage,Rabat,33.99941,-6.78111,urgent,175,2600,114,2,completed,2025-11-06
445,135,Éclairage LED,Électricité,Rabat,34.00553,-6.80911,urgent,140,1820,178,2,open,2025-12-27
446,33,Engazonnement,Jardinage,Oujda,34.77245,-1.81813,normal,105,1170,294,1,completed,2026-03-07
447,323,WC bouché,Plomberie,Casablanca,33.6523,-7.59808,normal,105,1170,79,2,open,2026-01-02
448,265,Éclairage LED,Électricité,Marrakech,31.70296,-7.9546,très urgent,140,1820,350,3,completed,2026-04-16
449,317,Enduit à refaire,Maçonnerie,Meknès,33.93598,-5.53659,normal,280,4550,289,3,completed,2025-07-21
450,302,Repeindre le salon,Peinture,Tanger,35.82514,-5.93145,normal,140,2080,99,5,completed,2025-07-04
451,185,Enduit à refaire,Maçonnerie,Meknès,33.97764,-5.64579,normal,280,4550,272,0,completed,2025-07-06
452,276,Lavage vitres,Nettoyage,Meknès,33.83018,-5.58743,normal,70,780,94,0,completed,2025-11-19
453,29,Changer cylindre,Serrurerie,Oujda,34.58025,-2.01415,urgent,70,910,323,2,completed,2026-03-03
454,92,Robinet qui goutte,Plomberie,Agadir,30.51872,-9.49029,urgent,105,1170,170,5,completed,2026-01-11
455,26,Joints à refaire,Carrelage,Meknès,33.84207,-5.6523,urgent,175,2600,189,2,completed,2026-02-10
456,276,Fuite sous l'évier,Plomberie,Oujda,34.74778,-1.9528,normal,105,1170,143,1,completed,2026-01-08
457,190,Rafraîchir façade,Peinture,Meknès,33.97477,-5.48605,urgent,140,2080,124,3,open,2025-07-02
458,56,Changer cylindre,Serrurerie,Tanger,35.78191,-5.86708,très urgent,70,910,34,5,completed,2025-08-26
459,90,Placard sur mesure,Menuiserie,Agadir,30.35884,-9.54144,normal,210,2860,274,5,completed,2025-12-27
460,162,Montage meubles,Déménagement,Rabat,33.99715,-6.9273,normal,210,2860,81,0,completed,2025-10-11
461,265,Chaudière à réviser,Climatisation,Meknès,34.00018,-5.65409,très urgent,350,4160,304,0,open,2026-02-24
462,203,Système d'arrosage,Jardinage,Oujda,34.793,-1.99186,urgent,105,1170,118,4,completed,2026-01-18
463,140,Taille de haie,Jardinage,Fès,34.14016,-5.01977,normal,105,1170,114,5,completed,2025-08-19
464,28,Enduit à refaire,Maçonnerie,Agadir,30.36916,-9.54194,normal,280,4550,146,3,open,2025-12-19
465,386,Désinfection locaux,Nettoyage,Casablanca,33.56471,-7.62216,urgent,70,780,116,2,completed,2025-09-02
466,64,Installer pompe à chaleur,Climatisation,Marrakech,31.63025,-7.89923,normal,350,4160,167,0,open,2025-10-13
467,157,Clim qui ne refroidit plus,Climatisation,Tanger,35.71306,-5.84109,urgent,350,4160,130,0,open,2025-08-22
468,366,Engazonnement,Jardinage,Agadir,30.48612,-9.57328,urgent,105,1170,281,5,completed,2025-07-18
469,397,Serrure bloquée,Serrurerie,Marrakech,31.57391,-8.02576,urgent,70,910,115,3,open,2026-03-16
470,276,Serrure bloquée,Serrurerie,Fès,34.10241,-4.914,normal,70,910,36,5,completed,2026-04-11
471,22,Décoration chambre,Peinture,Tanger,35.80593,-5.90008,normal,140,2080,147,2,completed,2025-08-18
472,118,Joints à refaire,Carrelage,Marrakech,31.7119,-8.08665,urgent,175,2600,83,4,open,2026-01-16
473,243,Désinfection locaux,Nettoyage,Agadir,30.43087,-9.69173,normal,70,780,118,2,open,2025-12-06
474,134,Décoration chambre,Peinture,Meknès,33.79696,-5.54044,urgent,140,2080,215,5,open,2026-04-18
475,112,Taille de haie,Jardinage,Rabat,33.91616,-6.80133,urgent,105,1170,194,1,completed,2025-08-19
476,258,Désinfection locaux,Nettoyage,Agadir,30.50869,-9.54722,urgent,70,780,320,4,completed,2026-03-02
477,392,Réseau WiFi,Informatique,Casablanca,33.53117,-7.48487,normal,70,1170,98,3,open,2026-05-19
478,71,Rafraîchir façade,Peinture,Meknès,33.83567,-5.48022,urgent,140,2080,336,4,completed,2026-06-03
479,138,Réparer parquet,Menuiserie,Marrakech,31.70121,-7.94895,normal,210,2860,113,4,open,2025-07-27
480,78,Panne de courant,Électricité,Oujda,34.5851,-1.8206,normal,140,1820,320,1,completed,2026-06-04
481,109,Porte qui frotte,Menuiserie,Fès,33.95138,-4.93163,normal,210,2860,147,1,completed,2025-07-07
482,198,Engazonnement,Jardinage,Meknès,33.86742,-5.64561,normal,105,1170,335,5,completed,2026-02-06
483,6,Désinfection locaux,Nettoyage,Rabat,34.08962,-6.90877,normal,70,780,77,2,open,2025-10-03
